section_code,section_name,division_code,division_name,group_code,group_name,class_code,class_name,subclass_code,subclass_name
A,"농업, 임업 및 어업(01~03)",1.0,농업,11.0,작물 재배업,111.0,곡물 및 기타 식량작물 재배업,1110,곡물 및 기타 식량작물 재배업
A,"농업, 임업 및 어업(01~03)",1.0,농업,11.0,작물 재배업,112.0,"채소, 화훼작물 및 종묘 재배업",1121,채소작물 재배업
A,"농업, 임업 및 어업(01~03)",1.0,농업,11.0,작물 재배업,112.0,"채소, 화훼작물 및 종묘 재배업",1122,화훼작물 재배업
A,"농업, 임업 및 어업(01~03)",1.0,농업,11.0,작물 재배업,112.0,"채소, 화훼작물 및 종묘 재배업",1123,종자 및 묘목 생산업
A,"농업, 임업 및 어업(01~03)",1.0,농업,11.0,작물 재배업,113.0,"과실, 음료용 및 향신용 작물 재배업",1131,과실작물 재배업
A,"농업, 임업 및 어업(01~03)",1.0,농업,11.0,작물 재배업,113.0,"과실, 음료용 및 향신용 작물 재배업",1132,음료용 및 향신용 작물 재배업
A,"농업, 임업 및 어업(01~03)",1.0,농업,11.0,작물 재배업,114.0,기타 작물 재배업,1140,기타 작물 재배업
A,"농업, 임업 및 어업(01~03)",1.0,농업,11.0,작물 재배업,115.0,시설작물 재배업,1151,"채소, 화훼 및 과실작물 시설 재배업"
A,"농업, 임업 및 어업(01~03)",1.0,농업,11.0,작물 재배업,115.0,시설작물 재배업,1159,기타 시설작물 재배업
A,"농업, 임업 및 어업(01~03)",1.0,농업,12.0,축산업,121.0,소 사육업,1211,젖소 사육업
A,"농업, 임업 및 어업(01~03)",1.0,농업,12.0,축산업,121.0,소 사육업,1212,육우 사육업
A,"농업, 임업 및 어업(01~03)",1.0,농업,12.0,축산업,122.0,양돈업,1220,양돈업
A,"농업, 임업 및 어업(01~03)",1.0,농업,12.0,축산업,123.0,가금류 및 조류 사육업,1231,양계업
A,"농업, 임업 및 어업(01~03)",1.0,농업,12.0,축산업,123.0,가금류 및 조류 사육업,1239,기타 가금류 및 조류 사육업
A,"농업, 임업 및 어업(01~03)",1.0,농업,12.0,축산업,129.0,기타 축산업,1291,말 및 양 사육업
A,"농업, 임업 및 어업(01~03)",1.0,농업,12.0,축산업,129.0,기타 축산업,1299,그 외 기타 축산업
A,"농업, 임업 및 어업(01~03)",1.0,농업,13.0,작물재배 및 축산 복합농업,130.0,작물재배 및 축산 복합농업,1300,작물재배 및 축산 복합농업
A,"농업, 임업 및 어업(01~03)",1.0,농업,14.0,작물재배 및 축산 관련 서비스업,141.0,작물재배 관련 서비스업,1411,작물재배 지원 서비스업
A,"농업, 임업 및 어업(01~03)",1.0,농업,14.0,작물재배 및 축산 관련 서비스업,141.0,작물재배 관련 서비스업,1412,"농산물 건조, 선별 및 기타 수확 후 서비스업"
A,"농업, 임업 및 어업(01~03)",1.0,농업,14.0,작물재배 및 축산 관련 서비스업,142.0,축산 관련 서비스업,1420,축산 관련 서비스업
A,"농업, 임업 및 어업(01~03)",1.0,농업,15.0,수렵 및 관련 서비스업,150.0,수렵 및 관련 서비스업,1500,수렵 및 관련 서비스업
A,"농업, 임업 및 어업(01~03)",2.0,임업,20.0,임업,201.0,영림업,2011,임업용 종묘 생산업
A,"농업, 임업 및 어업(01~03)",2.0,임업,20.0,임업,201.0,영림업,2012,육림업
A,"농업, 임업 및 어업(01~03)",2.0,임업,20.0,임업,202.0,벌목업,2020,벌목업
A,"농업, 임업 및 어업(01~03)",2.0,임업,20.0,임업,203.0,임산물 채취업,2030,임산물 채취업
A,"농업, 임업 및 어업(01~03)",2.0,임업,20.0,임업,204.0,임업 관련 서비스업,2040,임업 관련 서비스업
A,"농업, 임업 및 어업(01~03)",3.0,어업,31.0,어로 어업,311.0,해수면 어업,3111,원양 어업
A,"농업, 임업 및 어업(01~03)",3.0,어업,31.0,어로 어업,311.0,해수면 어업,3112,연근해 어업
A,"농업, 임업 및 어업(01~03)",3.0,어업,31.0,어로 어업,312.0,내수면 어업,3120,내수면 어업
A,"농업, 임업 및 어업(01~03)",3.0,어업,32.0,양식어업 및 어업관련 서비스업,321.0,양식 어업,3211,해수면 양식 어업
A,"농업, 임업 및 어업(01~03)",3.0,어업,32.0,양식어업 및 어업관련 서비스업,321.0,양식 어업,3212,내수면 양식 어업
A,"농업, 임업 및 어업(01~03)",3.0,어업,32.0,양식어업 및 어업관련 서비스업,321.0,양식 어업,3213,수산물 부화 및 수산종자 생산업
A,"농업, 임업 및 어업(01~03)",3.0,어업,32.0,양식어업 및 어업관련 서비스업,322.0,어업 관련 서비스업,3220,어업 관련 서비스업
B,광업(05~08),5.0,"석탄, 원유 및 천연가스 광업",51.0,석탄 광업,510.0,석탄 광업,5100,석탄 광업
B,광업(05~08),5.0,"석탄, 원유 및 천연가스 광업",52.0,원유 및 천연가스 채굴업,520.0,원유 및 천연가스 채굴업,5200,원유 및 천연가스 채굴업
B,광업(05~08),6.0,금속 광업,61.0,철 광업,610.0,철 광업,6100,철 광업
B,광업(05~08),6.0,금속 광업,62.0,비철금속 광업,620.0,비철금속 광업,6200,비철금속 광업
B,광업(05~08),7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,711.0,석회석 및 점토 광업,7110,석회석 및 점토 광업
B,광업(05~08),7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,712.0,"석재, 쇄석 및 모래, 자갈 채취업",7121,건설용 석재 채굴 및 쇄석 생산업
B,광업(05~08),7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,712.0,"석재, 쇄석 및 모래, 자갈 채취업",7122,모래 및 자갈 채취업
B,광업(05~08),7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,721.0,화학용 및 비료 원료용 광물 광업,7210,화학용 및 비료원료용 광물 광업
B,광업(05~08),7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,722.0,천일염 생산 및 암염 채취업,7220,천일염 생산 및 암염 채취업
B,광업(05~08),7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,729.0,그 외 기타 비금속광물 광업,7290,그 외 기타 비금속광물 광업
B,광업(05~08),8.0,광업 지원 서비스업,80.0,광업 지원 서비스업,800.0,광업 지원 서비스업,8000,광업 지원 서비스업
C,제조업(10~34),10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1011.0,도축업,10111,육류 도축업(가금류 제외)
C,제조업(10~34),10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1011.0,도축업,10112,가금류 도축업
C,제조업(10~34),10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1012.0,육류 가공 및 저장 처리업,10121,가금류 가공 및 저장 처리업
C,제조업(10~34),10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1012.0,육류 가공 및 저장 처리업,10122,육류 포장육 및 냉동육 가공업 (가금류 제외)
C,제조업(10~34),10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1012.0,육류 가공 및 저장 처리업,10129,육류 기타 가공 및 저장처리업 (가금류 제외)
C,제조업(10~34),10.0,식료품 제조업,102.0,수산물 가공 및 저장 처리업,1021.0,수산동물 가공 및 저장 처리업,10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업"
C,제조업(10~34),10.0,식료품 제조업,102.0,수산물 가공 및 저장 처리업,1021.0,수산동물 가공 및 저장 처리업,10212,수산동물 건조 및 염장품 제조업
C,제조업(10~34),10.0,식료품 제조업,102.0,수산물 가공 및 저장 처리업,1021.0,수산동물 가공 및 저장 처리업,10213,수산동물 냉동품 제조업
C,제조업(10~34),10.0,식료품 제조업,102.0,수산물 가공 및 저장 처리업,1021.0,수산동물 가공 및 저장 처리업,10219,기타 수산동물 가공 및 저장 처리업
C,제조업(10~34),10.0,식료품 제조업,102.0,수산물 가공 및 저장 처리업,1022.0,수산식물 가공 및 저장 처리업,10220,수산식물 가공 및 저장 처리업
C,제조업(10~34),10.0,식료품 제조업,103.0,"과실, 채소 가공 및 저장 처리업",1030.0,"과실, 채소 가공 및 저장 처리업",10301,김치류 제조업
C,제조업(10~34),10.0,식료품 제조업,103.0,"과실, 채소 가공 및 저장 처리업",1030.0,"과실, 채소 가공 및 저장 처리업",10302,과실 및 그 외 채소 절임식품 제조업
C,제조업(10~34),10.0,식료품 제조업,103.0,"과실, 채소 가공 및 저장 처리업",1030.0,"과실, 채소 가공 및 저장 처리업",10309,기타 과실ㆍ채소 가공 및 저장 처리업
C,제조업(10~34),10.0,식료품 제조업,104.0,동ㆍ식물성 유지 및 낙농제품 제조업,1041.0,동물성 및 식물성 유지 제조업,10411,동물성 유지 제조업
C,제조업(10~34),10.0,식료품 제조업,104.0,동ㆍ식물성 유지 및 낙농제품 제조업,1041.0,동물성 및 식물성 유지 제조업,10412,식물성 유지 제조업
C,제조업(10~34),10.0,식료품 제조업,104.0,동ㆍ식물성 유지 및 낙농제품 제조업,1041.0,동물성 및 식물성 유지 제조업,10413,식용 정제유 및 가공유 제조업
C,제조업(10~34),10.0,식료품 제조업,104.0,동ㆍ식물성 유지 및 낙농제품 제조업,1042.0,낙농제품 및 식용 빙과류 제조업,10421,액상시유 및 기타 낙농제품 제조업
C,제조업(10~34),10.0,식료품 제조업,104.0,동ㆍ식물성 유지 및 낙농제품 제조업,1042.0,낙농제품 및 식용 빙과류 제조업,10422,아이스크림 및 기타 식용빙과류 제조업
C,제조업(10~34),10.0,식료품 제조업,105.0,"곡물 가공품, 전분 및 전분제품 제조업",1051.0,곡물 가공품 제조업,10511,곡물 도정업
C,제조업(10~34),10.0,식료품 제조업,105.0,"곡물 가공품, 전분 및 전분제품 제조업",1051.0,곡물 가공품 제조업,10512,곡물 제분업
C,제조업(10~34),10.0,식료품 제조업,105.0,"곡물 가공품, 전분 및 전분제품 제조업",1051.0,곡물 가공품 제조업,10513,곡물 혼합분말 및 반죽 제조업
C,제조업(10~34),10.0,식료품 제조업,105.0,"곡물 가공품, 전분 및 전분제품 제조업",1051.0,곡물 가공품 제조업,10519,기타 곡물 가공품 제조업
C,제조업(10~34),10.0,식료품 제조업,105.0,"곡물 가공품, 전분 및 전분제품 제조업",1052.0,전분제품 및 당류 제조업,10520,전분제품 및 당류 제조업
C,제조업(10~34),10.0,식료품 제조업,106.0,"떡, 빵 및 과자류 제조업",1060.0,"떡, 빵 및 과자류 제조업",10601,떡류 제조업
C,제조업(10~34),10.0,식료품 제조업,106.0,"떡, 빵 및 과자류 제조업",1060.0,"떡, 빵 및 과자류 제조업",10602,빵류 제조업
C,제조업(10~34),10.0,식료품 제조업,106.0,"떡, 빵 및 과자류 제조업",1060.0,"떡, 빵 및 과자류 제조업",10603,과자류 및 코코아 제품 제조업
C,제조업(10~34),10.0,식료품 제조업,107.0,도시락 및 식사용 조리식품 제조업,1070.0,도시락 및 식사용 조리식품 제조업,10701,도시락류 제조업
C,제조업(10~34),10.0,식료품 제조업,107.0,도시락 및 식사용 조리식품 제조업,1070.0,도시락 및 식사용 조리식품 제조업,10709,기타 식사용 가공처리 조리식품 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1081.0,설탕 제조업,10810,설탕 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1082.0,"면류, 마카로니 및 유사 식품 제조업",10820,"면류, 마카로니 및 유사식품 제조업"
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1083.0,조미료 및 식품 첨가물 제조업,10831,"식초, 발효 및 화학 조미료 제조업"
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1083.0,조미료 및 식품 첨가물 제조업,10832,천연 및 혼합조제 조미료 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1083.0,조미료 및 식품 첨가물 제조업,10833,장류 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1083.0,조미료 및 식품 첨가물 제조업,10839,기타 식품 첨가물 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1089.0,기타 식료품 제조업,10891,커피 가공업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1089.0,기타 식료품 제조업,10892,차류 가공업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1089.0,기타 식료품 제조업,10893,수프 및 균질화식품 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1089.0,기타 식료품 제조업,10894,두부 및 유사식품 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1089.0,기타 식료품 제조업,10895,인삼식품 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1089.0,기타 식료품 제조업,10896,건강보조용 액화식품 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1089.0,기타 식료품 제조업,10897,건강기능식품 제조업
C,제조업(10~34),10.0,식료품 제조업,108.0,기타 식품 제조업,1089.0,기타 식료품 제조업,10899,그 외 기타 식료품 제조업
C,제조업(10~34),10.0,식료품 제조업,109.0,동물용 사료 및 조제식품 제조업,1090.0,동물용 사료 및 조제식품 제조업,10901,반려동물용 사료 제조업
C,제조업(10~34),10.0,식료품 제조업,109.0,동물용 사료 및 조제식품 제조업,1090.0,동물용 사료 및 조제식품 제조업,10902,배합 사료 제조업
C,제조업(10~34),10.0,식료품 제조업,109.0,동물용 사료 및 조제식품 제조업,1090.0,동물용 사료 및 조제식품 제조업,10903,단미사료 및 기타 사료 제조업
C,제조업(10~34),11.0,음료 제조업,111.0,알코올 음료 제조업,1111.0,발효주 제조업,11111,탁주 및 약주 제조업
C,제조업(10~34),11.0,음료 제조업,111.0,알코올 음료 제조업,1111.0,발효주 제조업,11112,맥아 및 맥주 제조업
C,제조업(10~34),11.0,음료 제조업,111.0,알코올 음료 제조업,1111.0,발효주 제조업,11119,기타 발효주 제조업
C,제조업(10~34),11.0,음료 제조업,111.0,알코올 음료 제조업,1112.0,증류주 및 합성주 제조업,11121,주정 제조업
C,제조업(10~34),11.0,음료 제조업,111.0,알코올 음료 제조업,1112.0,증류주 및 합성주 제조업,11122,소주 제조업
C,제조업(10~34),11.0,음료 제조업,111.0,알코올 음료 제조업,1112.0,증류주 및 합성주 제조업,11129,기타 증류주 및 합성주 제조업
C,제조업(10~34),11.0,음료 제조업,112.0,비알코올 음료 및 얼음 제조업,1120.0,비알코올 음료 및 얼음 제조업,11201,얼음 제조업
C,제조업(10~34),11.0,음료 제조업,112.0,비알코올 음료 및 얼음 제조업,1120.0,비알코올 음료 및 얼음 제조업,11202,생수 생산업
C,제조업(10~34),11.0,음료 제조업,112.0,비알코올 음료 및 얼음 제조업,1120.0,비알코올 음료 및 얼음 제조업,11209,기타 비알코올 음료 제조업
C,제조업(10~34),12.0,담배 제조업,120.0,담배 제조업,1200.0,담배 제조업,12000,담배제품 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,131.0,방적 및 가공사 제조업,1310.0,방적 및 가공사 제조업,13101,면 방적업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,131.0,방적 및 가공사 제조업,1310.0,방적 및 가공사 제조업,13102,모 방적업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,131.0,방적 및 가공사 제조업,1310.0,방적 및 가공사 제조업,13103,화학섬유 방적업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,131.0,방적 및 가공사 제조업,1310.0,방적 및 가공사 제조업,13104,연사 및 가공사 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,131.0,방적 및 가공사 제조업,1310.0,방적 및 가공사 제조업,13109,기타 방적업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1321.0,직물 직조업,13211,면직물 직조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1321.0,직물 직조업,13212,모직물 직조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1321.0,직물 직조업,13213,화학섬유직물 직조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1321.0,직물 직조업,13219,특수 직물 및 기타 직물 직조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1322.0,직물제품 제조업,13221,침구 및 관련제품 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1322.0,직물제품 제조업,13222,자수제품 및 자수용재료 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1322.0,직물제품 제조업,13223,커튼 및 유사제품 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1322.0,직물제품 제조업,13224,"천막, 텐트 및 유사 제품 제조업"
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1322.0,직물제품 제조업,13225,직물포대 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,132.0,직물 직조 및 직물제품 제조업,1322.0,직물제품 제조업,13229,기타 직물제품 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,133.0,편조 원단 제조업,1330.0,편조 원단 제조업,13300,편조원단 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,134.0,"섬유제품 염색, 정리 및 마무리 가공업",1340.0,"섬유제품 염색, 정리 및 마무리 가공업",13401,솜 및 실 염색가공업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,134.0,"섬유제품 염색, 정리 및 마무리 가공업",1340.0,"섬유제품 염색, 정리 및 마무리 가공업",13402,"직물, 편조원단 및 의복류 염색 가공업"
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,134.0,"섬유제품 염색, 정리 및 마무리 가공업",1340.0,"섬유제품 염색, 정리 및 마무리 가공업",13403,날염 가공업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,134.0,"섬유제품 염색, 정리 및 마무리 가공업",1340.0,"섬유제품 염색, 정리 및 마무리 가공업",13409,섬유제품 기타 정리 및 마무리 가공업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,139.0,기타 섬유제품 제조업,1391.0,"카펫, 마루덮개 및 유사 제품 제조업",13910,"카펫, 마루덮개 및 유사제품 제조업"
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,139.0,기타 섬유제품 제조업,1392.0,"끈, 로프, 망 및 끈 가공품 제조업",13921,끈 및 로프 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,139.0,기타 섬유제품 제조업,1392.0,"끈, 로프, 망 및 끈 가공품 제조업",13922,어망 및 기타 끈 가공품 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,139.0,기타 섬유제품 제조업,1399.0,그 외 기타 섬유제품 제조업,13991,세폭직물 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,139.0,기타 섬유제품 제조업,1399.0,그 외 기타 섬유제품 제조업,13992,부직포 및 펠트 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,139.0,기타 섬유제품 제조업,1399.0,그 외 기타 섬유제품 제조업,13993,특수사 및 코드직물 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,139.0,기타 섬유제품 제조업,1399.0,그 외 기타 섬유제품 제조업,13994,표면처리 및 적층 직물 제조업
C,제조업(10~34),13.0,섬유제품 제조업; 의복 제외,139.0,기타 섬유제품 제조업,1399.0,그 외 기타 섬유제품 제조업,13999,그 외 기타 분류 안된 섬유제품 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1411.0,겉옷 제조업,14111,남자용 겉옷 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1411.0,겉옷 제조업,14112,여자용 겉옷 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1412.0,속옷 및 잠옷 제조업,14120,속옷 및 잠옷 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1413.0,한복 제조업,14130,한복 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1419.0,기타 봉제의복 제조업,14191,셔츠 및 블라우스 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1419.0,기타 봉제의복 제조업,14192,"근무복, 작업복 및 유사의복 제조업"
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1419.0,기타 봉제의복 제조업,14193,가죽의복 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1419.0,기타 봉제의복 제조업,14194,유아용 의복 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",141.0,봉제의복 제조업,1419.0,기타 봉제의복 제조업,14199,그 외 기타 봉제의복 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",142.0,모피제품 제조업,1420.0,모피제품 제조업,14200,모피제품 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",143.0,편조의복 제조업,1430.0,편조의복 제조업,14300,편조의복 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",144.0,의복 액세서리 제조업,1441.0,편조 의복 액세서리 제조업,14411,스타킹 및 기타 양말 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",144.0,의복 액세서리 제조업,1441.0,편조 의복 액세서리 제조업,14419,기타 편조의복 액세서리 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",144.0,의복 액세서리 제조업,1449.0,기타 의복 액세서리 제조업,14491,모자 제조업
C,제조업(10~34),14.0,"의복, 의복 액세서리 및 모피제품 제조업",144.0,의복 액세서리 제조업,1449.0,기타 의복 액세서리 제조업,14499,그 외 기타 의복액세서리 제조업
C,제조업(10~34),15.0,"가죽, 가방 및 신발 제조업",151.0,"가죽, 가방 및 유사 제품 제조업",1511.0,모피 및 가죽 제조업,15110,모피 및 가죽 제조업
C,제조업(10~34),15.0,"가죽, 가방 및 신발 제조업",151.0,"가죽, 가방 및 유사 제품 제조업",1512.0,"핸드백, 가방 및 기타 보호용 케이스 제조업",15121,핸드백 및 지갑 제조업
C,제조업(10~34),15.0,"가죽, 가방 및 신발 제조업",151.0,"가죽, 가방 및 유사 제품 제조업",1512.0,"핸드백, 가방 및 기타 보호용 케이스 제조업",15129,가방 및 기타 보호용 케이스 제조업
C,제조업(10~34),15.0,"가죽, 가방 및 신발 제조업",151.0,"가죽, 가방 및 유사 제품 제조업",1519.0,기타 가죽제품 제조업,15190,기타 가죽제품 제조업
C,제조업(10~34),15.0,"가죽, 가방 및 신발 제조업",152.0,신발 및 신발 부분품 제조업,1521.0,신발 제조업,15211,구두류 제조업
C,제조업(10~34),15.0,"가죽, 가방 및 신발 제조업",152.0,신발 및 신발 부분품 제조업,1521.0,신발 제조업,15219,기타 신발 제조업
C,제조업(10~34),15.0,"가죽, 가방 및 신발 제조업",152.0,신발 및 신발 부분품 제조업,1522.0,신발 부분품 제조업,15220,신발 부분품 제조업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,161.0,제재 및 목재 가공업,1610.0,제재 및 목재 가공업,16101,일반 제재업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,161.0,제재 및 목재 가공업,1610.0,제재 및 목재 가공업,16102,표면 가공 목재 및 특정 목적용 제재목 제조업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,161.0,제재 및 목재 가공업,1610.0,제재 및 목재 가공업,16103,"목재 보존, 방부처리, 도장 및 유사 처리업"
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,162.0,나무제품 제조업,1621.0,"박판, 합판 및 강화 목제품 제조업",16211,"박판, 합판 및 유사 적층판 제조업"
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,162.0,나무제품 제조업,1621.0,"박판, 합판 및 강화 목제품 제조업",16212,강화 및 재생 목재 제조업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,162.0,나무제품 제조업,1622.0,건축용 나무제품 제조업,16221,목재문 및 관련제품 제조업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,162.0,나무제품 제조업,1622.0,건축용 나무제품 제조업,16229,기타 건축용 나무제품 제조업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,162.0,나무제품 제조업,1623.0,"목재 상자, 드럼 및 적재판 제조업",16231,목재 깔판류 및 기타 적재판 제조업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,162.0,나무제품 제조업,1623.0,"목재 상자, 드럼 및 적재판 제조업",16232,"목재 포장용 상자, 드럼 및 유사용기 제조업"
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,162.0,나무제품 제조업,1629.0,기타 나무제품 제조업,16291,목재 도구 및 주방용 나무제품 제조업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,162.0,나무제품 제조업,1629.0,기타 나무제품 제조업,16292,장식용 목제품 제조업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,162.0,나무제품 제조업,1629.0,기타 나무제품 제조업,16299,그 외 기타 나무제품 제조업
C,제조업(10~34),16.0,목재 및 나무제품 제조업; 가구 제외,163.0,코르크 및 조물 제품 제조업,1630.0,코르크 및 조물 제품 제조업,16300,코르크 및 조물제품 제조업
C,제조업(10~34),17.0,"펄프, 종이 및 종이제품 제조업",171.0,"펄프, 종이 및 판지 제조업",1710.0,"펄프, 종이 및 판지 제조업",17101,펄프 제조업
C,제조업(10~34),17.0,"펄프, 종이 및 종이제품 제조업",171.0,"펄프, 종이 및 판지 제조업",1710.0,"펄프, 종이 및 판지 제조업",17102,신문용지 제조업
C,제조업(10~34),17.0,"펄프, 종이 및 종이제품 제조업",171.0,"펄프, 종이 및 판지 제조업",1710.0,"펄프, 종이 및 판지 제조업",17103,인쇄용 및 필기용 원지 제조업
C,제조업(10~34),17.0,"펄프, 종이 및 종이제품 제조업",171.0,"펄프, 종이 및 판지 제조업",1710.0,"펄프, 종이 및 판지 제조업",17104,골판지 원지 제조업
C,제조업(10~34),17.0,"펄프, 종이 및 종이제품 제조업",171.0,"펄프, 종이 및 판지 제조업",1710.0,"펄프, 종이 및 판지 제조업",17105,크라프트지 및 기타 상자용 판지 제조업
C,제조업(10~34),17.0,"펄프, 종이 및 종이제품 제조업",171.0,"펄프, 종이 및 판지 제조업",1710.0,"펄프, 종이 및 판지 제조업",17106,위생용 원지 제조업
C,제조업(10~34),17.0,"펄프, 종이 및 종이제품 제조업",171.0,"펄프, 종이 및 판지 제조업",1710.0,"펄프, 종이 및 판지 제조업",17109,기타 종이 및 판지 제조업
C,제조업(10~34),17.0,"펄프, 종이 및 종이제품 제조업",172.0,"골판지, 종이 상자 및 종이 용기 제조업",1721.0,골판지 및 골판지 가공제품 제조업,17211,골판지 제조업
C,제조업(10~34),17.0,"펄프, 종이 및 종이제품 제조업",172.0,"골판지, 종이 상자 및 종이 용기 제조업",1721.0,골판지 및 골판지 가공제품 제조업,17212,골판지 상자 및 가공제품 제조업
